no,id1,id2,Date,Pref,Location,LandUse,Crop,Farmer,Collector,Field name in KSAS,x,y,x_53n,y_53n,dsm_AW3D30,AcquisitionDate_S2,B2,B3,B4,B8,B11,B12,AcquisitionId_S1,type,VV,VH,Layer,pH1,pH2,EC,Y1,Humus,CS,FS,Sand,Silt,Clay,TC,TN,CEC,CaO,MgO,K2O,Na2O,BaseSaturation,PAcidAbsCoef,AvailP1,AvailP2,AvailSi1,AvailSi2,HotAvailN,AvailN,UplandAvailN,NH4,NO3,InorgN,FreeIron,WaterExB,Mn,SoilTypeName3,SoilTypeNum,SoilTypeName2,SoilTaxon
655,G30145,E016-9,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.6687365,35.19286801,651924.074,3895707.015,-2,20191013,0.0396,0.0589,0.0564,0.1697,0.1258,0.0805,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.400037653,-15.6629397,,6.7,,2.81,,,39.90550662,29.7770577,69.68256432,22.36214056,7.955295122,0.909528582,0.081406962,7.87825,102.9065062,20.14805431,12.88981874,,,,59.05,,,,,3.513476667,,0.882178889,1.0673,1.949478889,,,,,,,
656,G30146,E016-10,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.6690646,35.19289264,651953.899,3895710.248,-2,20191013,0.0515,0.0701,0.0731,0.1666,0.1268,0.0815,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.262755734,-15.20808344,,6.68,,3.14,,,40.06253531,30.95887475,71.02141006,21.28343496,7.695154975,0.856423602,0.080082375,7.652138889,127.5313126,23.13295124,12.28749076,,,,95.34,,,,,4.120328889,,0.943436667,1.08463,2.028066667,,,,,,,
657,G30147,E016-11,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.6693926,35.19291553,651983.72,3895713.289,-1,20191013,0.0603,0.0848,0.0961,0.1804,0.1873,0.1552,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-10.14649936,-16.08230302,,6.68,,3.09,,,40.68843778,29.31265309,70.00109087,22.21406825,7.784840882,0.880495155,0.081623866,6.110472222,147.1891836,29.60022794,14.69680267,,,,126.19,,,,,-0.605905556,,0.946221111,1.17128,2.117501111,,,,,,,
658,G30148,E016-12,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.6661419,35.19240167,651688.704,3895651.327,-2,20191013,0.0445,0.0633,0.0683,0.208,0.1418,0.0888,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.726679774,-15.39361272,,6.52,,3.65,,,49.17760263,23.29506562,72.47266824,25.37599499,2.151336762,0.955377261,0.088610059,6.665472222,93.88207435,20.56262333,7.770030922,,,,92.62,,,,,3.09322,,0.898885556,1.18861,2.087495556,,,,,,,
659,G30149,E016-13,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.66647,35.1924263,651718.53,3895654.56,-2,20191013,0.0319,0.0492,0.0533,0.1569,0.1109,0.0655,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-10.21652656,-16.28120911,,6.59,,2.45,,,47.54227252,25.57026655,73.11253907,15.19093009,11.69653084,0.931369018,0.085846662,6.39825,95.49108159,18.32395063,9.51678206,,,,98.06,,,,,3.129558889,,0.893316667,1.17128,2.064596667,,,,,,,
660,G30150,E016-14,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.6667981,35.19245093,651748.355,3895657.793,-2,20191013,0.0345,0.0538,0.0539,0.1685,0.1389,0.0857,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-11.24052038,-18.67831837,,6.57,,2.58,,,44.53074626,26.05719727,70.58794354,25.19616304,4.215893422,0.895846334,0.085363214,6.542138889,98.84900973,19.07017486,11.68516278,,,,78.1,,,,,4.164315556,,0.77637,1.15395,1.93032,,,,,,,
661,G30151,E016-15,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.6671261,35.19247556,651778.18,3895661.025,-3,20191013,0.0345,0.0527,0.053,0.1614,0.0854,0.0471,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.698905369,-16.73438662,,6.56,,2.65,,,40.66802404,27.23967423,67.90769827,24.96606554,7.126236184,0.932872626,0.090072162,6.76825,7.695251996,19.48474388,10.17934284,,,,83.55,,,,,2.431843333,,0.790292222,1.20594,1.996232222,,,,,,,
662,G30152,E016-16,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.6674542,35.19250019,651808.006,3895664.258,-4,20191013,0.0357,0.0539,0.0529,0.1638,0.0949,0.0534,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-10.81997288,-17.14244551,,6.64,,2.26,,,38.74585038,28.25021231,66.99606269,31.41164209,1.592295221,0.922465793,0.085946206,6.533527778,108.0133553,20.72845094,7.649565326,,,,88.99,,,,,3.629623333,,0.890532222,1.17128,2.061812222,,,,,,,
663,G30153,E016-18,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.6681103,35.19254944,651867.656,3895670.724,-3,20191013,0.035,0.0523,0.0557,0.167,0.1194,0.0694,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-10.69022375,-19.19567445,,6.56,,2.68,,,39.65675789,25.90908182,65.56583971,32.33512584,2.099034444,0.922465793,0.085946206,6.66175,102.3468515,21.22593376,9.21561807,,,,72.66,,,,,2.894895556,,0.75131,1.29259,2.0439,,,,,,,
664,G30154,E016-20,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.6687665,35.19259869,651927.307,3895677.189,-2,20191013,0.0338,0.0557,0.0545,0.1709,0.1226,0.0734,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.404721108,-18.82105372,,6.56,,2.59,,,46.79731144,26.542153,73.33946444,25.14406473,1.51647083,0.967449616,0.088248655,7.28675,100.2481465,19.8993129,10.60097242,,,,56.32,,,,,5.465943333,,0.715112222,1.13662,1.851732222,,,,,,,
665,G30155,E016-21,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.6690946,35.19262332,651957.132,3895680.422,-2,20191013,0.0354,0.0565,0.0533,0.175,0.1061,0.0622,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-11.51127454,-16.13148857,,6.53,,3.2,,,43.42437457,25.84047659,69.26485116,27.69157079,3.04357805,0.855874604,0.080202042,8.1305,142.1522914,28.43943468,8.793988485,,,,120.75,,,,,3.589024444,,0.545261111,1.15395,1.699211111,,,,,,,
666,G30156,E016-22,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E016,136.6694225,35.19264622,651986.953,3895683.464,-2,20191013,0.042,0.0623,0.0681,0.1715,0.1526,0.1115,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-1.608359665,-15.28656285,,6.56,,2.93,,,38.1822605,30.04622196,68.22848246,27.44124945,4.330268087,0.933415356,0.08684909,6.484666667,133.0579027,23.13295124,7.950729316,,,,89.9,,,,,4.340808889,,0.492356667,1.15395,1.646306667,,,,,,,
667,G30157,E017-1,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6661702,35.19219108,651691.669,3895628.013,-3,20191013,0.0854,0.11,0.1362,0.2703,0.2012,0.1364,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-12.92752988,-13.18155375,,6.6,,2.36,,,39.28631862,30.70322998,69.9895486,23.98845369,6.021997711,0.941927218,0.088031026,7.193,80.17053443,15.5877951,8.974686879,,,,186.08,,,,,1.454563333,,0.765232222,1.2406,2.005832222,,,,,,,
668,G30158,E017-2,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6664982,35.19221572,651721.494,3895631.246,-2,20191013,0.0732,0.0974,0.1182,0.2632,0.2237,0.1481,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.37194668,-12.32775281,,6.55,,2.45,,,34.3518241,32.62780286,66.97962696,28.86261011,4.15776293,0.998236388,0.091819518,7.484666667,82.68898054,15.17322609,10.11911004,,,,122.56,,,,,6.530393333,,0.990772222,1.15395,2.144722222,,,,,,,
669,G30159,E017-3,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6668263,35.19224035,651751.319,3895634.479,-2,20191013,0.0856,0.1106,0.1296,0.2733,0.227,0.153,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-12.61547923,-13.01801072,,6.53,,2.86,,,30.16232064,34.59701377,64.75933441,28.83327185,6.407393744,0.964976505,0.089767254,8.120083333,101.71724,19.07017486,7.950729316,,,,139.8,,,,,-0.385642222,,1.990387778,1.46589,3.456277778,,,,,,,
670,G30160,E017-4,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6671544,35.19226497,651781.144,3895637.711,-3,20191013,0.0852,0.1178,0.1354,0.2765,0.2421,0.1638,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.147483299,-10.94899622,,6.52,,3.13,,,32.03846691,31.00097763,63.03944454,28.68059297,8.279962491,0.999432348,0.092859157,8.245083333,116.1283483,22.96712364,8.553057294,,,,150.69,,,,,0.395995556,,1.55323,1.18861,2.74184,,,,,,,
671,G30161,E017-5,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6674825,35.1922896,651810.97,3895640.944,-3,20191013,0.0718,0.0976,0.118,0.2637,0.1642,0.1055,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.238172264,-14.30282131,,6.56,,2.63,,,28.64201671,32.20340655,60.84542325,29.39058909,9.763987652,1.017147402,0.098191454,7.47425,105.8446934,19.9822267,11.44423159,,,,108.95,,,,,0.771801111,,1.455774444,1.20594,2.661714444,,,,,,,
672,G30162,E017-6,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6678105,35.19231423,651840.795,3895644.177,-3,20191013,0.0814,0.1122,0.1302,0.2711,0.1886,0.125,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.893745453,-10.93148545,,6.51,,3.03,,,34.01146753,27.4186239,61.43009142,29.75252207,8.817386507,1.029666906,0.094612115,6.97425,101.4374127,20.39679572,9.938411644,,,,99.88,,,,,5.114458889,,0.893316667,1.96846,2.861776667,,,,,,,
673,G30163,E017-7,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6681386,35.19233886,651870.62,3895647.41,-4,20191013,0.0818,0.1136,0.1338,0.279,0.1936,0.1293,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.4675346,-14.99164029,,6.53,,2.59,,,31.97734543,32.45575884,64.43310427,26.82014555,8.746750172,0.899601759,0.085278068,7.28675,88.56535479,17.8264678,9.998644442,,,,74.47,,,,,1.606016667,,1.032538889,1.17128,2.203818889,,,,,,,
674,G30164,E017-8,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6684667,35.19236349,651900.446,3895650.643,-3,20191013,0.0692,0.1034,0.1148,0.2665,0.2021,0.1332,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-10.20135195,-13.52015418,,6.48,,2.97,,,34.99660724,29.74814873,64.74475597,25.91285022,9.342393816,0.900945994,0.085812725,6.390916667,93.04259232,17.6606402,9.757713251,,,,75.38,,,,,6.332351111,,0.904454444,1.22327,2.127724444,,,,,,,
675,G30165,E017-9,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6662002,35.19192177,651694.901,3895598.188,-2,20191013,0.0857,0.1066,0.1302,0.2672,0.225,0.1604,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.94888111,-16.05624543,,6.47,,2.88,,,45.91588738,24.87973196,70.79561934,21.80327049,7.401110167,0.979271471,0.090540487,6.588833333,84.71772879,16.74858836,12.40795636,,,,151.6,,,,,2.799903333,,1.416792222,1.20594,2.622732222,,,,,,,
676,G30166,E017-10,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6665282,35.1919464,651724.727,3895601.42,-2,20191013,0.0856,0.1182,0.1418,0.2791,0.2497,0.1701,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.911297356,-17.80809373,,6.53,,2.73,,,44.05353805,25.51807804,69.57161609,22.22465296,8.203730957,0.945462185,0.085921753,7.338833333,88.98509581,16.49984695,9.336083666,,,,98.06,,,,,0.710832222,,0.834843333,1.30992,2.144763333,,,,,,,
677,G30167,E017-11,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6668563,35.19197103,651754.552,3895604.653,-1,20191013,0.0903,0.1218,0.1426,0.2763,0.2532,0.174,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-12.27171282,-18.16625957,,6.55,,2.81,,,40.69029886,29.21388979,69.90418865,22.42899865,7.666812701,1.022361961,0.091103073,6.557583333,112.0708518,21.06010615,9.095152475,,,,130.73,,,,,3.671461111,,1.322121111,1.27526,2.597381111,,,,,,,
678,G30168,E017-12,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6671844,35.19199566,651784.377,3895607.886,-2,20191013,0.0869,0.1208,0.1394,0.2824,0.2566,0.1769,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-4.061801763,-13.5977144,,6.51,,2.56,,,45.23894557,26.09337748,71.33232305,21.18705418,7.480622774,0.91776344,0.086733694,6.943,88.28552745,16.66567455,12.46818915,,,,127.1,,,,,3.180053333,,1.414007778,1.27526,2.689267778,,,,,,,
679,G30169,E017-13,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6675125,35.19202029,651814.203,3895611.119,-4,20191013,0.0848,0.1196,0.1418,0.2821,0.2564,0.1768,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.80315667,-22.41908534,,6.52,,2.64,,,38.99834502,29.92158563,68.91993065,18.32295689,12.75711246,0.930021617,0.0849158,7.109666667,102.4168084,20.06514051,11.2635332,,,,102.6,,,,,3.761313333,,1.645116667,1.22327,2.868386667,,,,,,,
680,G30170,E017-14,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6678405,35.19204492,651844.028,3895614.352,-2,20191013,0.0918,0.1208,0.1456,0.2875,0.2523,0.1748,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.680607082,-15.05992711,,6.51,,2.84,,,39.98939013,30.29314681,70.28253694,17.09368123,12.62378183,0.983716126,0.091179999,7.16175,104.5854703,19.15308866,10.78167081,,,,95.34,,,,,3.219326667,,0.717896667,1.22327,1.941166667,,,,,,,
681,G30171,E017-15,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6681686,35.19206955,651873.853,3895617.585,-3,20191013,0.0875,0.1204,0.1412,0.2835,0.2469,0.1727,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.060144716,-13.93605357,,6.49,,2.85,,,35.9650923,32.02966959,67.99476189,19.59404654,12.41119157,0.97587478,0.089808056,6.6305,93.25246282,17.24607118,8.854221283,,,,88.08,,,,,5.430447778,,1.174545556,1.22327,2.397815556,,,,,,,
682,G30172,E017-16,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E017,136.6684967,35.19209417,651903.678,3895620.817,-3,20191013,0.088,0.1236,0.1458,0.2884,0.2334,0.1618,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.334911726,-13.5293603,,6.48,,2.6,,,41.58476296,30.98816253,72.57292549,15.80626736,11.62080715,0.85147123,0.079448759,7.807583333,75.06368538,13.84660523,9.697480453,,,,55.42,,,,,4.055713333,,1.745356667,1.29259,3.037946667,,,,,,,
683,G30173,E018-1,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6662263,35.19169062,651697.711,3895572.589,-2,20191013,0.078,0.1136,0.1202,0.2664,0.2537,0.1786,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.326694112,-19.48335903,,6.47,,3.09,,,35.37262647,29.81891781,65.19154428,20.87529577,13.93315994,1.006937624,0.092896249,7.568,108.153269,21.72341658,11.44423159,,,,113.49,,,,,2.353393333,,1.394516667,1.25793,2.652446667,,,,,,,
684,G30174,E018-2,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6665544,35.19171524,651727.536,3895575.821,-2,20191013,0.0957,0.129,0.155,0.2814,0.3284,0.2371,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.458450238,-13.68662332,,6.46,,2.91,,,33.02927429,31.79237392,64.82164822,20.41820418,14.7601476,1.015564628,0.094292492,6.995083333,102.8365494,16.66567455,23.12939437,,,,137.99,,,,,4.286126667,,1.970896667,1.22327,3.194166667,,,,,,,
685,G30175,E018-3,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6668824,35.19173987,651757.361,3895579.054,-3,20191013,0.0991,0.135,0.1606,0.295,0.334,0.2406,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-8.534129141,-21.48429494,,6.48,,2.71,,,36.44514307,29.73927556,66.18441863,20.13409794,13.68148342,0.963821679,0.092403975,6.453416667,98.56918239,14.17826044,14.39563869,,,,88.99,,,,,4.451132222,,1.380594444,1.22327,2.603864444,,,,,,,
686,G30176,E018-4,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6672105,35.1917645,651787.187,3895582.287,-3,20191013,0.0902,0.1236,0.1458,0.2634,0.2838,0.2005,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-5.504724804,-13.06902005,,6.49,,2.6,,,42.37943899,26.82642768,69.20586668,18.11129316,12.68284017,0.833233742,0.07935805,6.745083333,88.56535479,13.92951903,10.36004123,,,,77.19,,,,,3.862042222,,1.617272222,1.2406,2.857872222,,,,,,,
687,G30177,E018-5,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6675386,35.19178913,651817.012,3895585.52,-2,20191013,0.0896,0.1266,0.1462,0.2749,0.2798,0.1965,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-6.287327525,-12.09556713,,6.43,,3.13,,,40.02138275,30.18135741,70.20274016,17.47247961,12.32478023,0.919223472,0.085476914,6.807583333,96.54043413,18.90434725,17.34704578,,,,81.73,,,,,2.872715556,,1.82889,1.25793,3.08682,,,,,,,
688,G30178,E018-6,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6682247,35.19156907,651879.895,3895562.16,-3,20191013,0.0909,0.1288,0.1516,0.2996,0.2788,0.1923,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.256677771,-13.03182068,,6.47,,3.2,,,41.69617949,30.20893101,71.9051105,16.52058643,11.57430307,0.829165988,0.079959469,7.307583333,111.6511108,17.49481259,13.25121553,,,,86.27,,,,,3.421457778,,1.338827778,1.43123,2.770057778,,,,,,,
689,G30179,E018-7,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6678666,35.19181376,651846.837,3895588.753,-2,20191013,0.0924,0.1288,0.1496,0.284,0.2737,0.1897,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.596944805,-17.42141553,,6.46,,2.97,,,36.62279413,32.67622461,69.29901874,18.99837437,11.70260689,0.852410562,0.079933156,7.932583333,119.8360606,17.49481259,14.0342419,,,,67.21,,,,,1.412598889,,2.107334444,1.29259,3.399924444,,,,,,,
690,G30180,E018-8,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6681947,35.19183838,651876.662,3895591.985,-3,20191013,0.0845,0.1188,0.1368,0.2558,0.2621,0.1838,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.458341093,-14.54075788,,6.5,,2.92,,,33.09117152,34.00048112,67.09165263,20.78421939,12.12412798,0.883540325,0.088112504,7.651333333,141.1728957,21.88924419,18.73240013,,,,88.08,,,,,3.057133333,,1.923561111,1.27526,3.198821111,,,,,,,
691,G30181,E018-9,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6685228,35.19186301,651906.488,3895595.218,-2,20191013,0.0875,0.1242,0.1466,0.2799,0.2619,0.1803,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-7.80567438,-16.44030833,,6.48,,2.49,,,32.3831254,32.16768836,64.55081376,21.0540747,14.39511154,1.002613957,0.094224907,8.109666667,107.0339596,15.91945032,24.27381753,,,,83.55,,,,,4.707634444,,2.165807778,1.48322,3.649027778,,,,,,,
692,G30182,E018-10,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6662563,35.1914213,651700.943,3895542.763,-1,20191013,0.0978,0.1366,0.1574,0.3051,0.3413,0.2426,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.547619404,-14.40972509,,6.47,,2.76,,,25.22014322,36.10540104,61.32554426,23.95043551,14.72402023,1.016310231,0.095886838,7.943,118.1570966,17.16315738,28.36964779,,,,96.25,,,,,5.534867778,,1.542092222,1.29259,2.834682222,,,,,,,
693,G30183,E018-11,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6665844,35.19144593,651730.769,3895545.996,-1,20191013,0.1013,0.1374,0.1622,0.3027,0.3566,0.2532,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-4.847546493,-18.00941979,,6.53,,2.6,,,26.71973653,36.54708083,63.26681737,22.55631772,14.17686492,1.005192401,0.096578518,7.557583333,116.1983051,16.25110553,14.45587148,,,,85.36,,,,,3.724938889,,1.801045556,1.30992,3.110965556,,,,,,,
694,G30184,E018-12,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6669124,35.19147056,651760.594,3895549.229,-3,20191013,0.0979,0.1356,0.1576,0.3012,0.3397,0.242,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.94355255,-14.03280394,,6.48,,2.43,,,31.94753461,32.78406607,64.73160068,21.81199903,13.45640029,0.952407421,0.092797469,7.088833333,103.4661609,15.25613989,8.432591698,,,,68.12,,,,,3.584427778,,1.383378889,1.27526,2.658638889,,,,,,,
695,G30185,E018-13,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6672405,35.19149519,651790.419,3895552.462,-2,20191013,0.0992,0.1384,0.1664,0.3039,0.3334,0.2358,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-5.719612157,-14.31714892,,6.5,,2.34,,,30.90201846,35.27954638,66.18156484,21.19095079,12.62748437,0.89942096,0.087545061,7.047166667,94.51168588,17.90938161,1.746751138,,,,65.4,,,,,4.18231,,1.725865556,1.32725,3.053115556,,,,,,,
696,G30186,E018-14,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6675686,35.19151982,651820.245,3895555.695,-3,20191013,0.0927,0.1294,0.1502,0.2955,0.2911,0.1998,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-5.480490531,-13.45542737,,6.39,,3.14,,,33.69374805,34.96866241,68.66241046,19.56166303,11.7759265,0.872644933,0.082832345,3.401333333,107.1738733,20.64553713,6.384676572,,,,95.34,,,,,3.961878889,,1.684098889,1.34458,3.028678889,,,,,,,
697,G30187,E018-15,2019,岐阜,海津市海津町,水田,,福江営農,田中貴,E018,136.6678966,35.19154444,651850.07,3895558.927,-3,20191013,0.0914,0.125,0.1456,0.2929,0.2769,0.1897,S1A_IW_GRDH_1SDV_20191016T205956_20191016T210021_029489_035AEF_DF02,Decending,-9.185406092,-14.24513173,,6.45,,3.07,,,32.06137438,38.39414775,70.45552213,18.75219752,10.79228035,0.877073127,0.083167682,7.3805,108.8528373,20.23096811,13.79331071,,,,95.34,,,,,3.983981111,,2.101547778,1.18856,3.290107778,,,,,,,
